,ENCODED_PORT,ENCODED_ID
485,A11_LSTB_138_Port,rn_A11_24
486,A11_LSTB_139_Port,rn_A11_24
487,A11_LSTB_13_Port,rn_A11_4
488,A11_LSTB_140_Port,rn_A11_24
489,A11_LSTB_141_Port,rn_A11_24
490,A11_LSTB_142_Port,rn_A11_24
491,A11_LSTB_143_Port,rn_A11_25
492,A11_LSTB_144_Port,rn_A11_25
493,A11_LSTB_145_Port,rn_A11_25
494,A11_LSTB_146_Port,rn_A11_25
495,A11_LSTB_147_Port,rn_A11_25
496,A11_LSTB_148_Port,rn_A11_25
497,A11_LSTB_14_Port,rn_A11_4
498,A11_LSTB_15_Port,rn_A11_4
499,A11_LSTB_16_Port,rn_A11_4
500,A11_LSTB_17_Port,rn_A11_4
501,A11_LSTB_18_Port,rn_A11_4
502,A11_LSTB_19_Port,rn_A11_4
503,A11_LSTB_1_Port,rn_A11_2
504,A11_LSTB_20_Port,rn_A11_4
505,A11_LSTB_21_Port,rn_A11_5
506,A11_LSTB_22_Port,rn_A11_5
507,A11_LSTB_23_Port,rn_A11_5
508,A11_LSTB_24_Port,rn_A11_5
509,A11_LSTB_25_Port,rn_A11_5
510,A11_LSTB_26_Port,rn_A11_5
511,A11_LSTB_27_Port,rn_A11_5
512,A11_LSTB_28_Port,rn_A11_6
513,A11_LSTB_29_Port,rn_A11_6
514,A11_LSTB_2_Port,rn_A11_2
515,A11_LSTB_30_Port,rn_A11_6
516,A11_LSTB_31_Port,rn_A11_6
517,A11_LSTB_32_Port,rn_A11_6
518,A11_LSTB_33_Port,rn_A11_6
519,A11_LSTB_34_Port,rn_A11_6
520,A11_LSTB_35_Port,rn_A11_6
521,A11_LSTB_36_Port,rn_A11_6
522,A11_LSTB_37_Port,rn_A11_6
523,A11_LSTB_38_Port,rn_A11_7
524,A11_LSTB_39_Port,rn_A11_7
525,A11_LSTB_3_Port,rn_A11_2
526,A11_LSTB_40_Port,rn_A11_7
527,A11_LSTB_41_Port,rn_A11_7
528,A11_LSTB_42_Port,rn_A11_7
529,A11_LSTB_43_Port,rn_A11_7
530,A11_LSTB_44_Port,rn_A11_7
531,A11_LSTB_45_Port,rn_A11_7
532,A11_LSTB_46_Port,rn_A11_7
533,A11_LSTB_47_Port,rn_A11_7
534,A11_LSTB_48_Port,rn_A11_8
535,A11_LSTB_49_Port,rn_A11_8
536,A11_LSTB_4_Port,rn_A11_2
537,A11_LSTB_50_Port,rn_A11_8
538,A11_LSTB_51_Port,rn_A11_8
539,A11_LSTB_52_Port,rn_A11_8
540,A11_LSTB_53_Port,rn_A11_8
541,A11_LSTB_54_Port,rn_A11_8
542,A11_LSTB_55_Port,rn_A11_8
543,A11_LSTB_56_Port,rn_A11_9
544,A11_LSTB_57_Port,rn_A11_9
545,A11_LSTB_58_Port,rn_A11_9
546,A11_LSTB_59_Port,rn_A11_9
547,A11_LSTB_5_Port,rn_A11_2
548,A11_LSTB_60_Port,rn_A11_9
549,A11_LSTB_61_Port,rn_A11_9
550,A11_LSTB_62_Port,rn_A11_9
551,A11_LSTB_63_Port,rn_A11_10
552,A11_LSTB_64_Port,rn_A11_10
553,A11_LSTB_65_Port,rn_A11_10
554,A11_LSTB_66_Port,rn_A11_10
555,A11_LSTB_67_Port,rn_A11_10
556,A11_LSTB_68_Port,rn_A11_10
557,A11_LSTB_69_Port,rn_A11_11
558,A11_LSTB_6_Port,rn_A11_2
559,A11_LSTB_70_Port,rn_A11_11
560,A11_LSTB_71_Port,rn_A11_11
561,A11_LSTB_72_Port,rn_A11_11
562,A11_LSTB_73_Port,rn_A11_11
563,A11_LSTB_74_Port,rn_A11_11
564,A11_LSTB_75_Port,rn_A11_16
565,A11_LSTB_76_Port,rn_A11_16
566,A11_LSTB_77_Port,rn_A11_16
567,A11_LSTB_78_Port,rn_A11_16
568,A11_LSTB_79_Port,rn_A11_16
569,A11_LSTB_7_Port,rn_A11_3
570,A11_LSTB_80_Port,rn_A11_16
571,A11_LSTB_81_Port,rn_A11_17
572,A11_LSTB_82_Port,rn_A11_17
573,A11_LSTB_83_Port,rn_A11_17
574,A11_LSTB_84_Port,rn_A11_17
575,A11_LSTB_85_Port,rn_A11_17
576,A11_LSTB_86_Port,rn_A11_17
577,A11_LSTB_87_Port,rn_A11_18
578,A11_LSTB_88_Port,rn_A11_18
579,A11_LSTB_89_Port,rn_A11_18
580,A11_LSTB_8_Port,rn_A11_3
581,A11_LSTB_90_Port,rn_A11_18
582,A11_LSTB_91_Port,rn_A11_18
583,A11_LSTB_92_Port,rn_A11_18
584,A11_LSTB_93_Port,rn_A11_18
585,A11_LSTB_94_Port,rn_A11_18
586,A11_LSTB_95_Port,rn_A11_19
587,A11_LSTB_96_Port,rn_A11_19
588,A11_LSTB_97_Port,rn_A11_19
589,A11_LSTB_98_Port,rn_A11_19
590,A11_LSTB_99_Port,rn_A11_19
591,A11_LSTB_9_Port,rn_A11_3
592,A11_RSTB_100_Port,rn_A11_19
593,A11_RSTB_101_Port,rn_A11_19
594,A11_RSTB_102_Port,rn_A11_20
595,A11_RSTB_103_Port,rn_A11_20
596,A11_RSTB_104_Port,rn_A11_20
597,A11_RSTB_105_Port,rn_A11_20
598,A11_RSTB_106_Port,rn_A11_20
599,A11_RSTB_107_Port,rn_A11_20
600,A11_RSTB_108_Port,rn_A11_20
601,A11_RSTB_109_Port,rn_A11_20
602,A11_RSTB_10_Port,rn_A11_3
603,A11_RSTB_110_Port,rn_A11_20
604,A11_RSTB_111_Port,rn_A11_20
605,A11_RSTB_112_Port,rn_A11_21
606,A11_RSTB_113_Port,rn_A11_21
607,A11_RSTB_114_Port,rn_A11_21
608,A11_RSTB_115_Port,rn_A11_21
609,A11_RSTB_116_Port,rn_A11_21
610,A11_RSTB_117_Port,rn_A11_21
611,A11_RSTB_118_Port,rn_A11_21
612,A11_RSTB_119_Port,rn_A11_21
