,ENCODED_ID,ENCODED_FROM_NODE,ENCODED_TO_NODE,ENCODED_SPEED,ENCODED_DISTANCE
130,rl_A13_13_14,rn_A13_13,rn_A13_14,1,3086.6142999999865
131,rl_A13_14_16,rn_A13_14,rn_A13_16,1,2234.3427053592754
132,rl_A13_15_16,rn_A13_15,rn_A13_16,1,1250.0
133,rl_A13_16_17,rn_A13_16,rn_A13_17,1,9166.666599999997
134,rl_A13_17_18,rn_A13_17,rn_A13_18,1,1250.0
135,rl_A13_18_19,rn_A13_18,rn_A13_19,1,11250.0
136,rl_A13_19_20,rn_A13_19,rn_A13_20,1,1250.0
137,rl_A13_19_31,rn_A13_19,rn_A13_31,1,2234.3427053592754
138,rl_A13_1_2,rn_A13_1,rn_A13_2,1,1250.0
139,rl_A13_20_21,rn_A13_20,rn_A13_21,1,14166.666700000002
140,rl_A13_21_22,rn_A13_21,rn_A13_22,1,1250.0
141,rl_A13_22_23,rn_A13_22,rn_A13_23,1,11250.0
142,rl_A13_23_24,rn_A13_23,rn_A13_24,1,1250.0
143,rl_A13_23_35,rn_A13_23,rn_A13_35,1,1964.2996634830454
144,rl_A13_24_25,rn_A13_24,rn_A13_25,1,9166.666670000006
145,rl_A13_25_26,rn_A13_25,rn_A13_26,1,1250.0
146,rl_A13_25_27,rn_A13_25,rn_A13_27,1,2234.3427053592754
147,rl_A13_26_InterBay2_219,rn_A13_26,rn_InterBay2_219,1,1500.7164001627807
148,rl_A13_27_28,rn_A13_27,rn_A13_28,1,3086.6142999999865
149,rl_A13_28_2,rn_A13_28,rn_A13_2,1,2234.3427053592995
150,rl_A13_29_30,rn_A13_29,rn_A13_30,1,3086.6142999999865
151,rl_A13_2_3,rn_A13_2,rn_A13_3,1,9166.666670000006
152,rl_A13_30_22,rn_A13_30,rn_A13_22,1,2234.3427053592754
153,rl_A13_31_32,rn_A13_31,rn_A13_32,1,3086.6142999999865
154,rl_A13_32_8,rn_A13_32,rn_A13_8,1,2234.3427053592995
155,rl_A13_33_34,rn_A13_33,rn_A13_34,1,5303.364399999991
156,rl_A13_34_A12_18,rn_A13_34,rn_A12_18,1,1964.2996634830454
157,rl_A13_35_36,rn_A13_35,rn_A13_36,1,5303.36440000002
158,rl_A13_36_A14_4,rn_A13_36,rn_A14_4,1,1964.2996634830454
159,rl_A13_3_4,rn_A13_3,rn_A13_4,1,1250.0
160,rl_A13_4_5,rn_A13_4,rn_A13_5,1,11250.0
161,rl_A13_5_29,rn_A13_5,rn_A13_29,1,2234.3427053592995
162,rl_A13_5_6,rn_A13_5,rn_A13_6,1,1250.0
163,rl_A13_6_7,rn_A13_6,rn_A13_7,1,14166.666700000002
164,rl_A13_7_8,rn_A13_7,rn_A13_8,1,1250.0
165,rl_A13_8_9,rn_A13_8,rn_A13_9,1,11250.0
166,rl_A13_9_10,rn_A13_9,rn_A13_10,1,1250.0
167,rl_A13_9_33,rn_A13_9,rn_A13_33,1,1964.2996634830454
168,rl_A14_10_11,rn_A14_10,rn_A14_11,1,9166.666599999997
169,rl_A14_11_12,rn_A14_11,rn_A14_12,1,1250.0
170,rl_A14_11_13,rn_A14_11,rn_A14_13,1,2234.3427882457813
171,rl_A14_12_InterBay3_10,rn_A14_12,rn_InterBay3_10,1,1500.7164999139238
172,rl_A14_13_14,rn_A14_13,rn_A14_14,1,3086.614100000006
173,rl_A14_14_16,rn_A14_14,rn_A14_16,1,2234.3427053592754
174,rl_A14_15_16,rn_A14_15,rn_A14_16,1,1250.0
175,rl_A14_16_17,rn_A14_16,rn_A14_17,1,9166.666599999997
176,rl_A14_17_18,rn_A14_17,rn_A14_18,1,1250.0
177,rl_A14_18_19,rn_A14_18,rn_A14_19,1,11250.0
178,rl_A14_19_20,rn_A14_19,rn_A14_20,1,1250.0
179,rl_A14_19_31,rn_A14_19,rn_A14_31,1,2234.3427053592754
180,rl_A14_1_2,rn_A14_1,rn_A14_2,1,1250.0
181,rl_A14_20_21,rn_A14_20,rn_A14_21,1,14166.666700000002
182,rl_A14_21_22,rn_A14_21,rn_A14_22,1,1250.0
183,rl_A14_22_23,rn_A14_22,rn_A14_23,1,11250.0
184,rl_A14_23_24,rn_A14_23,rn_A14_24,1,1250.0
185,rl_A14_23_35,rn_A14_23,rn_A14_35,1,1964.2997406223442
186,rl_A14_24_25,rn_A14_24,rn_A14_25,1,9166.666670000006
187,rl_A14_25_26,rn_A14_25,rn_A14_26,1,1250.0
188,rl_A14_25_27,rn_A14_25,rn_A14_27,1,2234.3427053592754
189,rl_A14_26_InterBay2_211,rn_A14_26,rn_InterBay2_211,1,1500.7164721493982
190,rl_A14_27_28,rn_A14_27,rn_A14_28,1,3086.614100000006
191,rl_A14_28_2,rn_A14_28,rn_A14_2,1,2234.3427882457813
192,rl_A14_29_30,rn_A14_29,rn_A14_30,1,3086.614100000006
193,rl_A14_2_3,rn_A14_2,rn_A14_3,1,9166.666670000006
194,rl_A14_30_22,rn_A14_30,rn_A14_22,1,2234.3427053592754
195,rl_A14_31_32,rn_A14_31,rn_A14_32,1,3086.614100000006
196,rl_A14_32_8,rn_A14_32,rn_A14_8,1,2234.3427882457813
197,rl_A14_33_34,rn_A14_33,rn_A14_34,1,5303.36440000002
198,rl_A14_34_A13_18,rn_A14_34,rn_A13_18,1,1964.2996634830454
199,rl_A14_35_36,rn_A14_35,rn_A14_36,1,5303.364300000016
200,rl_A14_36_A15_4,rn_A14_36,rn_A15_4,1,1964.2997406223442
201,rl_A14_3_4,rn_A14_3,rn_A14_4,1,1250.0
202,rl_A14_4_5,rn_A14_4,rn_A14_5,1,11250.0
203,rl_A14_5_29,rn_A14_5,rn_A14_29,1,2234.3427882457813
204,rl_A14_5_6,rn_A14_5,rn_A14_6,1,1250.0
205,rl_A14_6_7,rn_A14_6,rn_A14_7,1,14166.666700000002
206,rl_A14_7_8,rn_A14_7,rn_A14_8,1,1250.0
207,rl_A14_8_9,rn_A14_8,rn_A14_9,1,11250.0
208,rl_A14_9_10,rn_A14_9,rn_A14_10,1,1250.0
209,rl_A14_9_33,rn_A14_9,rn_A14_33,1,1964.2996634830454
210,rl_A15_10_11,rn_A15_10,rn_A15_11,1,9166.666599999997
211,rl_A15_11_12,rn_A15_11,rn_A15_12,1,1250.0
212,rl_A15_11_13,rn_A15_11,rn_A15_13,1,2234.3427053592754
213,rl_A15_12_InterBay3_19,rn_A15_12,rn_InterBay3_19,1,1500.7164999139238
214,rl_A15_13_14,rn_A15_13,rn_A15_14,1,3086.614100000006
215,rl_A15_14_16,rn_A15_14,rn_A15_16,1,2234.3427053592754
216,rl_A15_15_16,rn_A15_15,rn_A15_16,1,1250.0
217,rl_A15_16_17,rn_A15_16,rn_A15_17,1,9166.666599999997
218,rl_A15_17_18,rn_A15_17,rn_A15_18,1,1250.0
219,rl_A15_18_19,rn_A15_18,rn_A15_19,1,11250.0
220,rl_A15_19_20,rn_A15_19,rn_A15_20,1,1250.0
221,rl_A15_19_31,rn_A15_19,rn_A15_31,1,2234.3427053592754
222,rl_A15_1_2,rn_A15_1,rn_A15_2,1,1250.0
223,rl_A15_20_21,rn_A15_20,rn_A15_21,1,14166.666700000002
224,rl_A15_21_22,rn_A15_21,rn_A15_22,1,1250.0
225,rl_A15_22_23,rn_A15_22,rn_A15_23,1,11250.0
226,rl_A15_23_24,rn_A15_23,rn_A15_24,1,1250.0
227,rl_A15_23_35,rn_A15_23,rn_A15_35,1,1964.2997406223442
228,rl_A15_24_25,rn_A15_24,rn_A15_25,1,9166.666670000006
229,rl_A15_25_26,rn_A15_25,rn_A15_26,1,1250.0
230,rl_A15_25_27,rn_A15_25,rn_A15_27,1,2234.3427053592754
231,rl_A15_26_InterBay2_203,rn_A15_26,rn_InterBay2_203,1,1500.7164721493982
232,rl_A15_27_28,rn_A15_27,rn_A15_28,1,3086.614100000006
233,rl_A15_28_2,rn_A15_28,rn_A15_2,1,2234.3427053592754
234,rl_A15_29_30,rn_A15_29,rn_A15_30,1,3086.614100000006
235,rl_A15_2_3,rn_A15_2,rn_A15_3,1,9166.666670000006
236,rl_A15_30_22,rn_A15_30,rn_A15_22,1,2234.3427053592754
237,rl_A15_31_32,rn_A15_31,rn_A15_32,1,3086.614100000006
238,rl_A15_32_8,rn_A15_32,rn_A15_8,1,2234.3427053592754
239,rl_A15_33_34,rn_A15_33,rn_A15_34,1,5303.364300000016
240,rl_A15_34_A14_18,rn_A15_34,rn_A14_18,1,1964.2997406223442
241,rl_A15_35_36,rn_A15_35,rn_A15_36,1,5303.3642999999865
242,rl_A15_36_A16_4,rn_A15_36,rn_A16_4,1,1964.2997406223442
243,rl_A15_3_4,rn_A15_3,rn_A15_4,1,1250.0
244,rl_A15_4_5,rn_A15_4,rn_A15_5,1,11250.0
245,rl_A15_5_29,rn_A15_5,rn_A15_29,1,2234.3427053592754
246,rl_A15_5_6,rn_A15_5,rn_A15_6,1,1250.0
247,rl_A15_6_7,rn_A15_6,rn_A15_7,1,14166.666700000002
248,rl_A15_7_8,rn_A15_7,rn_A15_8,1,1250.0
249,rl_A15_8_9,rn_A15_8,rn_A15_9,1,11250.0
250,rl_A15_9_10,rn_A15_9,rn_A15_10,1,1250.0
251,rl_A15_9_33,rn_A15_9,rn_A15_33,1,1964.2997406223442
252,rl_A16_10_11,rn_A16_10,rn_A16_11,1,9166.666599999997
253,rl_A16_11_12,rn_A16_11,rn_A16_12,1,1250.0
254,rl_A16_11_13,rn_A16_11,rn_A16_13,1,2234.3427053592995
255,rl_A16_12_InterBay3_28,rn_A16_12,rn_InterBay3_28,1,1500.7164279273077
256,rl_A16_13_14,rn_A16_13,rn_A16_14,1,3086.614199999982
257,rl_A16_14_16,rn_A16_14,rn_A16_16,1,2234.3427053592995
258,rl_A16_15_16,rn_A16_15,rn_A16_16,1,1250.0
259,rl_A16_16_17,rn_A16_16,rn_A16_17,1,9166.666599999997
260,rl_A16_17_18,rn_A16_17,rn_A16_18,1,1250.0
261,rl_A16_18_19,rn_A16_18,rn_A16_19,1,11250.0
262,rl_A16_19_20,rn_A16_19,rn_A16_20,1,1250.0
263,rl_A16_19_31,rn_A16_19,rn_A16_31,1,2234.3427053592995
264,rl_A16_1_2,rn_A16_1,rn_A16_2,1,1250.0
265,rl_A16_20_21,rn_A16_20,rn_A16_21,1,14166.666700000002
266,rl_A16_21_22,rn_A16_21,rn_A16_22,1,1250.0
267,rl_A16_22_23,rn_A16_22,rn_A16_23,1,11250.0
268,rl_A16_23_24,rn_A16_23,rn_A16_24,1,1250.0
269,rl_A16_23_35,rn_A16_23,rn_A16_35,1,1964.2997406223442
270,rl_A16_24_25,rn_A16_24,rn_A16_25,1,9166.666670000006
271,rl_A16_25_26,rn_A16_25,rn_A16_26,1,1250.0
272,rl_A16_25_27,rn_A16_25,rn_A16_27,1,2234.3427053592995
273,rl_A16_26_InterBay2_195,rn_A16_26,rn_InterBay2_195,1,1500.7164001627807
274,rl_A16_27_28,rn_A16_27,rn_A16_28,1,3086.614199999982
275,rl_A16_28_2,rn_A16_28,rn_A16_2,1,2234.3427053592995
276,rl_A16_29_30,rn_A16_29,rn_A16_30,1,3086.614199999982
277,rl_A16_2_3,rn_A16_2,rn_A16_3,1,9166.666670000006
278,rl_A16_30_22,rn_A16_30,rn_A16_22,1,2234.3427053592995
279,rl_A16_31_32,rn_A16_31,rn_A16_32,1,3086.614199999982
280,rl_A16_32_8,rn_A16_32,rn_A16_8,1,2234.3427053592995
281,rl_A16_33_34,rn_A16_33,rn_A16_34,1,5303.3642999999865
282,rl_A16_34_A15_18,rn_A16_34,rn_A15_18,1,1964.2997406223442
283,rl_A16_35_36,rn_A16_35,rn_A16_36,1,5303.3642999999865
284,rl_A16_36_A17_4,rn_A16_36,rn_A17_4,1,1964.2997406223442
285,rl_A16_3_4,rn_A16_3,rn_A16_4,1,1250.0
286,rl_A16_4_5,rn_A16_4,rn_A16_5,1,11250.0
287,rl_A16_5_29,rn_A16_5,rn_A16_29,1,2234.3427053592995
288,rl_A16_5_6,rn_A16_5,rn_A16_6,1,1250.0
289,rl_A16_6_7,rn_A16_6,rn_A16_7,1,14166.666700000002
290,rl_A16_7_8,rn_A16_7,rn_A16_8,1,1250.0
291,rl_A16_8_9,rn_A16_8,rn_A16_9,1,11250.0
292,rl_A16_9_10,rn_A16_9,rn_A16_10,1,1250.0
293,rl_A16_9_33,rn_A16_9,rn_A16_33,1,1964.2997406223442
294,rl_A17_10_11,rn_A17_10,rn_A17_11,1,9166.666599999997
295,rl_A17_11_12,rn_A17_11,rn_A17_12,1,1250.0
296,rl_A17_11_13,rn_A17_11,rn_A17_13,1,2234.3427053592754
297,rl_A17_12_InterBay3_37,rn_A17_12,rn_InterBay3_37,1,1500.7164999139238
298,rl_A17_13_14,rn_A17_13,rn_A17_14,1,3086.614100000006
299,rl_A17_14_16,rn_A17_14,rn_A17_16,1,2234.3427053592995
300,rl_A17_15_16,rn_A17_15,rn_A17_16,1,1250.0
301,rl_A17_16_17,rn_A17_16,rn_A17_17,1,9166.666599999997
302,rl_A17_17_18,rn_A17_17,rn_A17_18,1,1250.0
303,rl_A17_18_19,rn_A17_18,rn_A17_19,1,11250.0
304,rl_A17_19_20,rn_A17_19,rn_A17_20,1,1250.0
305,rl_A17_19_31,rn_A17_19,rn_A17_31,1,2234.3427053592995
306,rl_A17_1_2,rn_A17_1,rn_A17_2,1,1250.0
307,rl_A17_20_21,rn_A17_20,rn_A17_21,1,14166.666700000002
308,rl_A17_21_22,rn_A17_21,rn_A17_22,1,1250.0
309,rl_A17_22_23,rn_A17_22,rn_A17_23,1,11250.0
310,rl_A17_23_24,rn_A17_23,rn_A17_24,1,1250.0
311,rl_A17_23_35,rn_A17_23,rn_A17_35,1,1964.2997406223442
312,rl_A17_24_25,rn_A17_24,rn_A17_25,1,9166.666670000006
313,rl_A17_25_26,rn_A17_25,rn_A17_26,1,1250.0
314,rl_A17_25_27,rn_A17_25,rn_A17_27,1,2234.3427053592995
315,rl_A17_26_InterBay2_187,rn_A17_26,rn_InterBay2_187,1,1500.7164721493982
316,rl_A17_27_28,rn_A17_27,rn_A17_28,1,3086.614100000006
317,rl_A17_28_2,rn_A17_28,rn_A17_2,1,2234.3427053592754
318,rl_A17_29_30,rn_A17_29,rn_A17_30,1,3086.614100000006
319,rl_A17_2_3,rn_A17_2,rn_A17_3,1,9166.666670000006
320,rl_A17_30_22,rn_A17_30,rn_A17_22,1,2234.3427053592995
321,rl_A17_31_32,rn_A17_31,rn_A17_32,1,3086.614100000006
322,rl_A17_32_8,rn_A17_32,rn_A17_8,1,2234.3427053592754
323,rl_A17_33_34,rn_A17_33,rn_A17_34,1,5303.3642999999865
324,rl_A17_34_A16_18,rn_A17_34,rn_A16_18,1,1964.2997406223442
325,rl_A17_35_36,rn_A17_35,rn_A17_36,1,5303.3642999999865
326,rl_A17_36_A18_4,rn_A17_36,rn_A18_4,1,1964.2997406223442
327,rl_A17_3_4,rn_A17_3,rn_A17_4,1,1250.0
328,rl_A17_4_5,rn_A17_4,rn_A17_5,1,11250.0
329,rl_A17_5_29,rn_A17_5,rn_A17_29,1,2234.3427053592754
330,rl_A17_5_6,rn_A17_5,rn_A17_6,1,1250.0
331,rl_A17_6_7,rn_A17_6,rn_A17_7,1,14166.666700000002
332,rl_A17_7_8,rn_A17_7,rn_A17_8,1,1250.0
333,rl_A17_8_9,rn_A17_8,rn_A17_9,1,11250.0
334,rl_A17_9_10,rn_A17_9,rn_A17_10,1,1250.0
335,rl_A17_9_33,rn_A17_9,rn_A17_33,1,1964.2997406223442
336,rl_A18_10_11,rn_A18_10,rn_A18_11,1,9166.666599999997
337,rl_A18_11_12,rn_A18_11,rn_A18_12,1,1250.0
338,rl_A18_11_13,rn_A18_11,rn_A18_13,1,2234.3427053592754
339,rl_A18_12_InterBay3_45,rn_A18_12,rn_InterBay3_45,1,1500.7164999139238
340,rl_A18_13_14,rn_A18_13,rn_A18_14,1,3086.6141000000353
341,rl_A18_14_16,rn_A18_14,rn_A18_16,1,2234.3427053592513
342,rl_A18_15_16,rn_A18_15,rn_A18_16,1,1250.0
343,rl_A18_16_17,rn_A18_16,rn_A18_17,1,9166.666599999997
344,rl_A18_17_18,rn_A18_17,rn_A18_18,1,1250.0
345,rl_A18_18_19,rn_A18_18,rn_A18_19,1,11250.0
346,rl_A18_19_20,rn_A18_19,rn_A18_20,1,1250.0
347,rl_A18_19_31,rn_A18_19,rn_A18_31,1,2234.3427053592513
348,rl_A18_1_2,rn_A18_1,rn_A18_2,1,1250.0
349,rl_A18_20_21,rn_A18_20,rn_A18_21,1,14166.666700000002
350,rl_A18_21_22,rn_A18_21,rn_A18_22,1,1250.0
351,rl_A18_22_23,rn_A18_22,rn_A18_23,1,11250.0
352,rl_A18_23_24,rn_A18_23,rn_A18_24,1,1250.0
353,rl_A18_23_35,rn_A18_23,rn_A18_35,1,1964.2997406223667
354,rl_A18_24_25,rn_A18_24,rn_A18_25,1,9166.666670000006
355,rl_A18_25_26,rn_A18_25,rn_A18_26,1,1250.0
356,rl_A18_25_27,rn_A18_25,rn_A18_27,1,2234.3427053592513
357,rl_A18_26_InterBay2_179,rn_A18_26,rn_InterBay2_179,1,1500.7164721493982
358,rl_A18_27_28,rn_A18_27,rn_A18_28,1,3086.6141000000353
359,rl_A18_28_2,rn_A18_28,rn_A18_2,1,2234.3427053592754
360,rl_A18_29_30,rn_A18_29,rn_A18_30,1,3086.6141000000353
361,rl_A18_2_3,rn_A18_2,rn_A18_3,1,9166.666670000006
362,rl_A18_30_22,rn_A18_30,rn_A18_22,1,2234.3427053592513
363,rl_A18_31_32,rn_A18_31,rn_A18_32,1,3086.6141000000353
364,rl_A18_32_8,rn_A18_32,rn_A18_8,1,2234.3427053592754
365,rl_A18_33_34,rn_A18_33,rn_A18_34,1,5303.3642999999865
